รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
192,กรุงเทพมหานคร เขต24,A7724,พลังประชารัฐ,19,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต24,A7724,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต24,A7724,ภูมิใจไทย,10,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต24,A7724,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต24,A7724,เสรีรวมไทย,11,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต24,A7724,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต24,A7724,บัตรเสีย,9,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต24,A7724,ไม่ใช่สิทธิ์ลงคะแนน,9,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต25,A7725,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต25,A7725,เพื่อไทย,16,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต25,A7725,ประชาธิปัตย์,8,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต25,A7725,พลังประชารัฐ,7,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต25,A7725,อนาคตใหม่,17,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต25,A7725,ภูมิใจไทย,7,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต25,A7725,พรรคไทยรักษาชาติ,10,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต25,A7725,เสรีรวมไทย,6,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต25,A7725,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต25,A7725,บัตรเสีย,8,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต25,A7725,ไม่ใช่สิทธิ์ลงคะแนน,12,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต26,A7726,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต26,A7726,เพื่อไทย,12,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต26,A7726,ประชาธิปัตย์,18,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต26,A7726,พลังประชารัฐ,15,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต26,A7726,อนาคตใหม่,8,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต26,A7726,ภูมิใจไทย,14,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต26,A7726,พรรคไทยรักษาชาติ,5,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต26,A7726,เสรีรวมไทย,5,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต26,A7726,รวมพลังประชาชาติไทย,15,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต26,A7726,บัตรเสีย,7,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต26,A7726,ไม่ใช่สิทธิ์ลงคะแนน,1,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต27,A7727,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต27,A7727,เพื่อไทย,9,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต27,A7727,ประชาธิปัตย์,11,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต27,A7727,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต27,A7727,อนาคตใหม่,14,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต27,A7727,ภูมิใจไทย,8,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต27,A7727,พรรคไทยรักษาชาติ,6,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต27,A7727,เสรีรวมไทย,6,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต27,A7727,รวมพลังประชาชาติไทย,10,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต27,A7727,บัตรเสีย,16,กทมและปริมณฑล
